Chargeback Date,Chargeback ID,Amount,Business Unit,Product,Reason Code,Status
2022-10-09,CB-1001451,322.08,Enterprise,Platform API,4870,Pending
2022-10-09,CB-1001461,178.16,Consumer,Mobile Plans,4837,Won
2022-10-09,CB-1001470,191.62,Consumer,Mobile Plans,4837,Lost
2022-10-09,CB-1001529,674.49,Wholesale,Bulk Voice,7030,Lost
2022-10-09,CB-1001561,537.17,Wholesale,IoT SIM,4837,Won
2022-10-10,CB-1001421,562.05,Enterprise,Managed Support,4837,Lost
2022-10-10,CB-1001486,253.57,Consumer,Streaming Add-on,4863,Lost
2022-10-10,CB-1001499,234.07,Consumer,Device Protection,4870,Pending
2022-10-10,CB-1001538,467.66,Wholesale,Partner Resale,4837,Open
2022-10-10,CB-1001554,247.72,Wholesale,Partner Resale,4863,Pending
2022-10-10,CB-1001570,530.18,Wholesale,IoT SIM,7030,Lost
2022-10-11,CB-1001458,348.65,Consumer,Mobile Plans,4870,Won
2022-10-11,CB-1001480,146.93,Consumer,Mobile Plans,4837,Won
2022-10-11,CB-1001493,187.85,Consumer,Streaming Add-on,7030,Lost
2022-10-11,CB-1001504,114.05,Consumer,Device Protection,4855,Won
2022-10-11,CB-1001544,542.96,Wholesale,Partner Resale,4837,Open
2022-10-12,CB-1001425,357.09,Enterprise,Managed Support,4863,Won
2022-10-12,CB-1001447,449.87,Enterprise,Platform API,4837,Pending
2022-10-13,CB-1001401,326.95,Enterprise,Cloud Services,7030,Won
2022-10-13,CB-1001424,292.35,Enterprise,Managed Support,4855,Pending
2022-10-13,CB-1001467,319.31,Consumer,Mobile Plans,4863,Won
2022-10-13,CB-1001496,129.35,Consumer,Streaming Add-on,4837,Pending
2022-10-13,CB-1001557,433.46,Wholesale,IoT SIM,4855,Pending
2022-10-14,CB-1001450,709.09,Enterprise,Platform API,4863,Won
2022-10-14,CB-1001542,255.53,Wholesale,Partner Resale,4837,Pending
2022-10-14,CB-1001560,284.89,Wholesale,IoT SIM,4837,Pending
2022-10-15,CB-1001406,378.43,Enterprise,Cloud Services,4855,Won
2022-10-15,CB-1001414,457.54,Enterprise,Cloud Services,7030,Lost
2022-10-15,CB-1001494,177.80,Consumer,Streaming Add-on,4863,Won
2022-10-15,CB-1001523,190.83,Wholesale,Bulk Voice,4863,Lost
2022-10-16,CB-1001468,183.48,Consumer,Mobile Plans,7030,Lost
2022-10-16,CB-1001552,423.68,Wholesale,Partner Resale,4870,Lost
2022-10-16,CB-1001564,151.80,Wholesale,IoT SIM,4871,Lost
2022-10-17,CB-1001398,225.33,Enterprise,Cloud Services,4871,Won
2022-10-17,CB-1001412,646.74,Enterprise,Cloud Services,4837,Open
2022-10-17,CB-1001471,292.48,Consumer,Mobile Plans,7030,Won
2022-10-17,CB-1001489,165.12,Consumer,Streaming Add-on,7030,Lost
2022-10-17,CB-1001502,301.68,Consumer,Device Protection,4870,Pending
2022-10-17,CB-1001547,226.52,Wholesale,Partner Resale,4863,Lost
2022-10-18,CB-1001404,534.77,Enterprise,Cloud Services,4870,Lost
2022-10-18,CB-1001462,310.69,Consumer,Mobile Plans,4863,Won
2022-10-18,CB-1001479,266.08,Consumer,Mobile Plans,4871,Open
2022-10-18,CB-1001481,245.37,Consumer,Mobile Plans,4870,Open
2022-10-18,CB-1001495,312.71,Consumer,Streaming Add-on,4863,Pending
2022-10-18,CB-1001520,311.48,Wholesale,Bulk Voice,7030,Won
2022-10-18,CB-1001555,439.17,Wholesale,Partner Resale,4837,Pending
2022-10-19,CB-1001423,460.80,Enterprise,Managed Support,4855,Pending
2022-10-19,CB-1001430,651.42,Enterprise,Managed Support,7030,Open
2022-10-19,CB-1001438,657.02,Enterprise,Managed Support,4837,Open
2022-10-19,CB-1001448,244.54,Enterprise,Platform API,4855,Lost
2022-10-19,CB-1001478,324.95,Consumer,Mobile Plans,4837,Open
2022-10-19,CB-1001543,208.76,Wholesale,Partner Resale,4837,Lost
2022-10-19,CB-1001556,462.57,Wholesale,IoT SIM,4863,Won
2022-10-20,CB-1001402,584.02,Enterprise,Cloud Services,4871,Lost
2022-10-20,CB-1001403,688.03,Enterprise,Cloud Services,4870,Won
2022-10-20,CB-1001411,362.01,Enterprise,Cloud Services,7030,Pending
2022-10-20,CB-1001449,352.50,Enterprise,Platform API,4871,Won
2022-10-20,CB-1001453,374.94,Enterprise,Platform API,4870,Won
2022-10-20,CB-1001457,133.91,Consumer,Mobile Plans,4855,Won
2022-10-20,CB-1001511,296.05,Consumer,Device Protection,4863,Lost
2022-10-20,CB-1001540,597.30,Wholesale,Partner Resale,7030,Open
2022-10-20,CB-1001549,484.45,Wholesale,Partner Resale,7030,Lost
2022-10-20,CB-1001550,564.51,Wholesale,Partner Resale,4837,Won
2022-10-20,CB-1001565,181.64,Wholesale,IoT SIM,4855,Pending
2022-10-21,CB-1001442,578.46,Enterprise,Platform API,4870,Won
2022-10-21,CB-1001454,222.87,Enterprise,Platform API,4871,Lost
2022-10-21,CB-1001487,205.53,Consumer,Streaming Add-on,4855,Open
2022-10-21,CB-1001510,178.74,Consumer,Device Protection,4871,Lost
2022-10-21,CB-1001512,223.64,Consumer,Device Protection,4855,Won
2022-10-22,CB-1001429,479.54,Enterprise,Managed Support,4837,Pending
2022-10-22,CB-1001436,298.52,Enterprise,Managed Support,4863,Pending
2022-10-22,CB-1001452,230.31,Enterprise,Platform API,4871,Won
2022-10-22,CB-1001459,310.14,Consumer,Mobile Plans,4837,Pending
2022-10-22,CB-1001516,196.11,Consumer,Device Protection,4837,Lost
2022-10-22,CB-1001525,402.90,Wholesale,Bulk Voice,4871,Open
2022-10-22,CB-1001563,421.34,Wholesale,IoT SIM,4871,Won
2022-10-22,CB-1001568,199.74,Wholesale,IoT SIM,4863,Lost
2022-10-23,CB-1001408,898.50,Enterprise,Cloud Services,7030,Won
2022-10-23,CB-1001409,498.13,Enterprise,Cloud Services,4855,Open
2022-10-23,CB-1001455,381.36,Enterprise,Platform API,4837,Pending
2022-10-23,CB-1001472,126.19,Consumer,Mobile Plans,4837,Lost
2022-10-23,CB-1001475,339.14,Consumer,Mobile Plans,4870,Lost
2022-10-23,CB-1001497,273.29,Consumer,Streaming Add-on,4837,Pending
2022-10-24,CB-1001440,549.25,Enterprise,Platform API,4855,Won
2022-10-24,CB-1001491,218.82,Consumer,Streaming Add-on,4837,Lost
2022-10-24,CB-1001513,318.42,Consumer,Device Protection,4837,Lost
2022-10-24,CB-1001562,222.71,Wholesale,IoT SIM,4863,Open
2022-10-25,CB-1001396,898.49,Enterprise,Cloud Services,7030,Lost
2022-10-25,CB-1001397,430.53,Enterprise,Cloud Services,4870,Won
2022-10-25,CB-1001426,441.97,Enterprise,Managed Support,4863,Lost
2022-10-25,CB-1001474,242.29,Consumer,Mobile Plans,4837,Lost
2022-10-25,CB-1001537,434.89,Wholesale,Bulk Voice,4871,Lost
2022-10-25,CB-1001558,432.82,Wholesale,IoT SIM,4855,Lost
2022-10-26,CB-1001569,447.00,Wholesale,IoT SIM,4855,Won
2022-10-27,CB-1001437,434.68,Enterprise,Managed Support,4871,Pending
2022-10-27,CB-1001443,427.49,Enterprise,Platform API,4855,Open
2022-10-27,CB-1001532,425.80,Wholesale,Bulk Voice,4871,Lost
2022-10-28,CB-1001418,388.31,Enterprise,Managed Support,4871,Open
2022-10-28,CB-1001432,334.35,Enterprise,Managed Support,4837,Won
2022-10-28,CB-1001434,418.50,Enterprise,Managed Support,7030,Lost
2022-10-28,CB-1001441,406.97,Enterprise,Platform API,4855,Won
2022-10-28,CB-1001485,298.91,Consumer,Streaming Add-on,4870,Open
2022-10-28,CB-1001514,253.21,Consumer,Device Protection,4837,Lost
2022-10-28,CB-1001528,328.75,Wholesale,Bulk Voice,4871,Lost
2022-10-29,CB-1001417,361.30,Enterprise,Managed Support,4870,Pending
2022-10-29,CB-1001444,653.19,Enterprise,Platform API,4855,Lost
2022-10-29,CB-1001446,553.45,Enterprise,Platform API,4871,Won
2022-10-29,CB-1001498,252.23,Consumer,Streaming Add-on,4870,Won
2022-10-29,CB-1001508,214.02,Consumer,Device Protection,4871,Won
2022-10-29,CB-1001521,337.67,Wholesale,Bulk Voice,4837,Won
2022-10-29,CB-1001530,305.40,Wholesale,Bulk Voice,4837,Lost
2022-10-29,CB-1001559,257.68,Wholesale,IoT SIM,4870,Pending
2022-10-30,CB-1001399,336.20,Enterprise,Cloud Services,4871,Won
2022-10-30,CB-1001466,199.20,Consumer,Mobile Plans,7030,Won
2022-10-30,CB-1001488,181.51,Consumer,Streaming Add-on,4855,Lost
2022-10-30,CB-1001501,255.69,Consumer,Device Protection,4863,Won
2022-10-30,CB-1001539,341.71,Wholesale,Partner Resale,4863,Won
2022-10-30,CB-1001546,256.92,Wholesale,Partner Resale,7030,Won
2022-10-30,CB-1001566,218.88,Wholesale,IoT SIM,4837,Won
2022-10-31,CB-1001400,375.17,Enterprise,Cloud Services,4871,Open
2022-10-31,CB-1001439,320.41,Enterprise,Managed Support,4863,Won
2022-10-31,CB-1001477,197.03,Consumer,Mobile Plans,4863,Pending
2022-10-31,CB-1001518,173.54,Consumer,Device Protection,4871,Lost
2022-10-31,CB-1001567,654.70,Wholesale,IoT SIM,7030,Won
2022-11-01,CB-1001571,549.12,Enterprise,Cloud Services,4870,Won
2022-11-01,CB-1001573,519.11,Enterprise,Cloud Services,4871,Open
2022-11-01,CB-1001608,623.05,Enterprise,Managed Support,4855,Won
2022-11-02,CB-1001612,684.64,Enterprise,Managed Support,4863,Lost
2022-11-02,CB-1001635,568.99,Enterprise,Platform API,4837,Won
2022-11-02,CB-1001642,225.62,Consumer,Mobile Plans,4871,Won
2022-11-02,CB-1001687,232.46,Consumer,Device Protection,4837,Lost
2022-11-02,CB-1001707,227.55,Wholesale,Bulk Voice,4855,Lost
2022-11-02,CB-1001708,320.71,Wholesale,Bulk Voice,4863,Won
2022-11-02,CB-1001745,164.28,Wholesale,IoT SIM,4855,Lost
2022-11-03,CB-1001636,547.80,Enterprise,Platform API,4863,Won
2022-11-03,CB-1001653,260.93,Consumer,Mobile Plans,4870,Won
2022-11-03,CB-1001711,210.91,Wholesale,Bulk Voice,4837,Lost
2022-11-03,CB-1001713,432.40,Wholesale,Bulk Voice,4871,Won
2022-11-03,CB-1001732,570.12,Wholesale,Partner Resale,4837,Pending
2022-11-03,CB-1001737,535.13,Wholesale,Partner Resale,4837,Won
2022-11-04,CB-1001614,594.91,Enterprise,Managed Support,4871,Won
2022-11-04,CB-1001616,370.38,Enterprise,Managed Support,4855,Won
2022-11-04,CB-1001652,180.45,Consumer,Mobile Plans,4870,Lost
2022-11-04,CB-1001679,129.74,Consumer,Streaming Add-on,4863,Won
2022-11-04,CB-1001694,261.61,Consumer,Device Protection,4871,Lost
2022-11-04,CB-1001706,595.43,Wholesale,Bulk Voice,4870,Won
2022-11-04,CB-1001731,333.42,Wholesale,Partner Resale,4863,Won
2022-11-05,CB-1001613,304.28,Enterprise,Managed Support,4855,Lost
2022-11-05,CB-1001625,389.78,Enterprise,Platform API,4871,Won
2022-11-05,CB-1001695,184.42,Consumer,Device Protection,4863,Won
2022-11-05,CB-1001724,346.36,Wholesale,Partner Resale,4863,Won
2022-11-05,CB-1001735,519.74,Wholesale,Partner Resale,4837,Pending
2022-11-06,CB-1001600,544.12,Enterprise,Cloud Services,4871,Won
2022-11-06,CB-1001606,367.54,Enterprise,Managed Support,4870,Pending
2022-11-06,CB-1001683,228.95,Consumer,Streaming Add-on,4863,Won
2022-11-06,CB-1001719,452.14,Wholesale,Bulk Voice,7030,Open
2022-11-06,CB-1001726,216.21,Wholesale,Partner Resale,4870,Won
2022-11-06,CB-1001736,509.47,Wholesale,Partner Resale,4863,Pending
2022-11-07,CB-1001590,608.31,Enterprise,Cloud Services,4863,Won
2022-11-07,CB-1001631,437.91,Enterprise,Platform API,4863,Pending
2022-11-07,CB-1001670,214.15,Consumer,Streaming Add-on,4837,Won
2022-11-07,CB-1001709,290.47,Wholesale,Bulk Voice,4870,Won
2022-11-07,CB-1001742,197.64,Wholesale,IoT SIM,4855,Won
2022-11-08,CB-1001605,948.55,Enterprise,Managed Support,7030,Lost
2022-11-08,CB-1001623,576.50,Enterprise,Platform API,4871,Lost
2022-11-08,CB-1001675,110.37,Consumer,Streaming Add-on,4863,Lost
2022-11-09,CB-1001592,626.96,Enterprise,Cloud Services,4870,Won
2022-11-09,CB-1001639,325.85,Enterprise,Platform API,4871,Won
2022-11-09,CB-1001646,179.42,Consumer,Mobile Plans,7030,Open
2022-11-09,CB-1001647,327.73,Consumer,Mobile Plans,4837,Won
2022-11-09,CB-1001701,154.49,Consumer,Device Protection,4863,Open
2022-11-09,CB-1001739,407.07,Wholesale,IoT SIM,4863,Won
2022-11-09,CB-1001747,361.56,Wholesale,IoT SIM,4871,Open
2022-11-10,CB-1001604,494.54,Enterprise,Managed Support,4871,Lost
2022-11-10,CB-1001610,661.43,Enterprise,Managed Support,7030,Won
2022-11-10,CB-1001619,321.19,Enterprise,Managed Support,4870,Won
2022-11-10,CB-1001629,617.92,Enterprise,Platform API,4855,Pending
2022-11-10,CB-1001650,272.35,Consumer,Mobile Plans,4837,Won
2022-11-10,CB-1001659,192.74,Consumer,Mobile Plans,4863,Pending
2022-11-10,CB-1001667,358.04,Consumer,Streaming Add-on,7030,Open
2022-11-10,CB-1001744,511.22,Wholesale,IoT SIM,4870,Won
2022-11-11,CB-1001574,284.66,Enterprise,Cloud Services,4837,Lost
2022-11-11,CB-1001618,497.20,Enterprise,Managed Support,7030,Pending
2022-11-11,CB-1001666,191.95,Consumer,Mobile Plans,4870,Open
2022-11-11,CB-1001681,316.11,Consumer,Streaming Add-on,4870,Lost
2022-11-12,CB-1001602,367.98,Enterprise,Cloud Services,4870,Open
2022-11-12,CB-1001624,410.47,Enterprise,Platform API,4855,Won
2022-11-12,CB-1001626,459.62,Enterprise,Platform API,4870,Won
2022-11-12,CB-1001634,443.71,Enterprise,Platform API,4863,Lost
2022-11-12,CB-1001656,111.94,Consumer,Mobile Plans,4855,Won
2022-11-12,CB-1001660,307.57,Consumer,Mobile Plans,4870,Pending
2022-11-12,CB-1001668,199.46,Consumer,Streaming Add-on,7030,Open
2022-11-12,CB-1001674,198.56,Consumer,Streaming Add-on,7030,Won
2022-11-12,CB-1001710,263.71,Wholesale,Bulk Voice,4871,Pending
2022-11-12,CB-1001714,231.77,Wholesale,Bulk Voice,4837,Lost
2022-11-12,CB-1001748,399.73,Wholesale,IoT SIM,4855,Open
2022-11-13,CB-1001578,559.08,Enterprise,Cloud Services,7030,Won
2022-11-13,CB-1001645,346.25,Consumer,Mobile Plans,4870,Open
2022-11-13,CB-1001657,117.07,Consumer,Mobile Plans,4855,Won
2022-11-13,CB-1001671,292.83,Consumer,Streaming Add-on,4870,Won
2022-11-13,CB-1001693,202.13,Consumer,Device Protection,4855,Pending
2022-11-13,CB-1001715,517.02,Wholesale,Bulk Voice,7030,Open
2022-11-14,CB-1001597,814.21,Enterprise,Cloud Services,7030,Lost
2022-11-14,CB-1001691,252.69,Consumer,Device Protection,4871,Open
2022-11-14,CB-1001699,126.80,Consumer,Device Protection,4871,Won
2022-11-14,CB-1001716,360.60,Wholesale,Bulk Voice,4855,Won
2022-11-14,CB-1001717,174.84,Wholesale,Bulk Voice,4855,Lost
2022-11-14,CB-1001751,601.75,Wholesale,IoT SIM,4870,Won
2022-11-15,CB-1001582,460.31,Enterprise,Cloud Services,4855,Open
2022-11-15,CB-1001585,573.13,Enterprise,Cloud Services,4871,Won
2022-11-15,CB-1001599,476.22,Enterprise,Cloud Services,4837,Won
2022-11-15,CB-1001620,546.18,Enterprise,Managed Support,4871,Won
2022-11-15,CB-1001664,251.00,Consumer,Mobile Plans,4870,Lost
2022-11-15,CB-1001678,225.62,Consumer,Streaming Add-on,4871,Pending
2022-11-15,CB-1001689,302.35,Consumer,Device Protection,4837,Lost
2022-11-16,CB-1001581,423.20,Enterprise,Cloud Services,4855,Lost
2022-11-16,CB-1001640,305.48,Enterprise,Platform API,4855,Open
2022-11-16,CB-1001649,180.44,Consumer,Mobile Plans,4863,Lost
2022-11-16,CB-1001655,421.51,Consumer,Mobile Plans,7030,Pending
2022-11-16,CB-1001723,226.81,Wholesale,Partner Resale,4871,Won
2022-11-16,CB-1001729,323.92,Wholesale,Partner Resale,4837,Won
2022-11-16,CB-1001738,496.91,Wholesale,IoT SIM,7030,Won
2022-11-16,CB-1001743,272.25,Wholesale,IoT SIM,4871,Lost
2022-11-17,CB-1001576,252.17,Enterprise,Cloud Services,4855,Won
2022-11-17,CB-1001577,550.57,Enterprise,Cloud Services,4871,Lost
2022-11-17,CB-1001596,522.73,Enterprise,Cloud Services,7030,Won
2022-11-17,CB-1001627,332.72,Enterprise,Platform API,4837,Won
2022-11-17,CB-1001663,132.33,Consumer,Mobile Plans,4855,Lost
2022-11-17,CB-1001705,296.56,Wholesale,Bulk Voice,4870,Lost
2022-11-17,CB-1001712,304.35,Wholesale,Bulk Voice,4863,Pending
2022-11-17,CB-1001749,249.32,Wholesale,IoT SIM,4837,Lost
2022-11-18,CB-1001584,381.15,Enterprise,Cloud Services,4871,Pending
2022-11-18,CB-1001595,647.03,Enterprise,Cloud Services,4837,Lost
2022-11-18,CB-1001621,426.63,Enterprise,Managed Support,4837,Pending
2022-11-18,CB-1001637,437.00,Enterprise,Platform API,4871,Lost
2022-11-18,CB-1001676,269.46,Consumer,Streaming Add-on,4837,Pending
2022-11-19,CB-1001572,534.24,Enterprise,Cloud Services,4871,Won
2022-11-19,CB-1001575,643.08,Enterprise,Cloud Services,4837,Pending
2022-11-19,CB-1001658,147.47,Consumer,Mobile Plans,4837,Won
2022-11-19,CB-1001677,287.14,Consumer,Streaming Add-on,4870,Lost
2022-11-19,CB-1001696,311.79,Consumer,Device Protection,4870,Open
2022-11-19,CB-1001741,495.96,Wholesale,IoT SIM,4863,Won
2022-11-20,CB-1001684,143.99,Consumer,Streaming Add-on,7030,Won
2022-11-20,CB-1001686,345.90,Consumer,Device Protection,4837,Won
2022-11-20,CB-1001688,135.12,Consumer,Device Protection,4863,Pending
2022-11-20,CB-1001690,166.63,Consumer,Device Protection,4863,Open
2022-11-20,CB-1001698,127.93,Consumer,Device Protection,4837,Lost
2022-11-20,CB-1001725,282.61,Wholesale,Partner Resale,7030,Won
2022-11-20,CB-1001727,340.54,Wholesale,Partner Resale,7030,Lost
2022-11-21,CB-1001591,546.47,Enterprise,Cloud Services,4837,Open
2022-11-21,CB-1001609,328.15,Enterprise,Managed Support,4870,Open
2022-11-21,CB-1001685,132.40,Consumer,Streaming Add-on,4837,Lost
2022-11-21,CB-1001720,574.81,Wholesale,Bulk Voice,4837,Won
2022-11-22,CB-1001586,842.78,Enterprise,Cloud Services,4870,Lost
2022-11-22,CB-1001622,485.73,Enterprise,Managed Support,4855,Open
2022-11-22,CB-1001628,786.36,Enterprise,Platform API,4837,Lost
2022-11-22,CB-1001633,410.19,Enterprise,Platform API,4863,Open
2022-11-22,CB-1001643,327.66,Consumer,Mobile Plans,7030,Pending
2022-11-22,CB-1001661,263.19,Consumer,Mobile Plans,4863,Won
2022-11-22,CB-1001733,327.77,Wholesale,Partner Resale,4871,Pending
2022-11-23,CB-1001607,707.52,Enterprise,Managed Support,4837,Lost
2022-11-23,CB-1001615,287.66,Enterprise,Managed Support,4837,Pending
2022-11-23,CB-1001669,139.05,Consumer,Streaming Add-on,4871,Won
2022-11-23,CB-1001680,133.74,Consumer,Streaming Add-on,4871,Won
2022-11-23,CB-1001702,139.85,Consumer,Device Protection,4837,Pending
2022-11-23,CB-1001704,303.08,Wholesale,Bulk Voice,4863,Won
2022-11-23,CB-1001722,665.88,Wholesale,Bulk Voice,7030,Pending
2022-11-23,CB-1001746,449.40,Wholesale,IoT SIM,4863,Pending
2022-11-24,CB-1001648,247.64,Consumer,Mobile Plans,4855,Won
2022-11-24,CB-1001692,175.55,Consumer,Device Protection,7030,Lost
2022-11-24,CB-1001700,132.19,Consumer,Device Protection,4863,Won
2022-11-24,CB-1001718,563.95,Wholesale,Bulk Voice,4837,Won
2022-11-24,CB-1001750,222.18,Wholesale,IoT SIM,4863,Won
2022-11-25,CB-1001587,744.53,Enterprise,Cloud Services,4870,Lost
2022-11-25,CB-1001654,146.81,Consumer,Mobile Plans,4863,Won
2022-11-25,CB-1001673,260.62,Consumer,Streaming Add-on,4855,Won
2022-11-25,CB-1001703,390.25,Wholesale,Bulk Voice,4871,Won
2022-11-26,CB-1001583,255.58,Enterprise,Cloud Services,4855,Won
2022-11-26,CB-1001641,211.43,Consumer,Mobile Plans,7030,Pending
2022-11-26,CB-1001665,151.93,Consumer,Mobile Plans,4871,Lost
2022-11-26,CB-1001730,544.43,Wholesale,Partner Resale,7030,Open
2022-11-26,CB-1001734,531.48,Wholesale,Partner Resale,4837,Pending
2022-11-27,CB-1001598,741.64,Enterprise,Cloud Services,4870,Lost
2022-11-27,CB-1001603,631.61,Enterprise,Cloud Services,4870,Pending
2022-11-27,CB-1001611,451.27,Enterprise,Managed Support,4863,Pending
2022-11-27,CB-1001630,471.52,Enterprise,Platform API,4871,Won
2022-11-27,CB-1001644,170.52,Consumer,Mobile Plans,7030,Won
2022-11-27,CB-1001651,186.87,Consumer,Mobile Plans,4837,Lost
2022-11-28,CB-1001594,634.26,Enterprise,Cloud Services,4870,Won
2022-11-28,CB-1001682,316.28,Consumer,Streaming Add-on,4837,Won
2022-11-28,CB-1001721,296.34,Wholesale,Bulk Voice,4871,Open
2022-11-28,CB-1001728,430.86,Wholesale,Partner Resale,4871,Pending
2022-11-29,CB-1001638,586.97,Enterprise,Platform API,4871,Lost
2022-11-29,CB-1001672,90.75,Consumer,Streaming Add-on,4871,Won
2022-11-29,CB-1001697,119.31,Consumer,Device Protection,4863,Won
2022-11-30,CB-1001579,751.92,Enterprise,Cloud Services,7030,Won
2022-11-30,CB-1001580,583.73,Enterprise,Cloud Services,4863,Lost
2022-11-30,CB-1001588,340.21,Enterprise,Cloud Services,4855,Pending
2022-11-30,CB-1001589,275.62,Enterprise,Cloud Services,4837,Won
2022-11-30,CB-1001593,387.68,Enterprise,Cloud Services,4837,Won
2022-11-30,CB-1001601,234.61,Enterprise,Cloud Services,4871,Won
2022-11-30,CB-1001617,402.03,Enterprise,Managed Support,4871,Won
2022-11-30,CB-1001632,207.01,Enterprise,Platform API,4871,Won
2022-11-30,CB-1001662,281.50,Consumer,Mobile Plans,7030,Lost
2022-11-30,CB-1001740,677.55,Wholesale,IoT SIM,7030,Lost
2022-12-01,CB-1001771,636.46,Enterprise,Cloud Services,4855,Lost
2022-12-01,CB-1001794,398.29,Enterprise,Managed Support,4871,Won
2022-12-01,CB-1001857,137.51,Consumer,Mobile Plans,4870,Lost
2022-12-01,CB-1001863,217.91,Consumer,Streaming Add-on,4855,Pending
2022-12-01,CB-1001865,199.89,Consumer,Streaming Add-on,4871,Open
2022-12-01,CB-1001901,376.94,Wholesale,Bulk Voice,4855,Lost
2022-12-01,CB-1001918,469.44,Wholesale,Bulk Voice,4863,Won
2022-12-01,CB-1001923,332.35,Wholesale,Partner Resale,4871,Won
2022-12-02,CB-1001805,697.10,Enterprise,Managed Support,4837,Lost
2022-12-02,CB-1001813,227.35,Enterprise,Managed Support,4855,Pending
2022-12-02,CB-1001814,592.43,Enterprise,Managed Support,4871,Lost
2022-12-02,CB-1001830,545.90,Enterprise,Platform API,4870,Lost
2022-12-02,CB-1001876,203.88,Consumer,Streaming Add-on,7030,Won
2022-12-02,CB-1001893,314.26,Consumer,Device Protection,7030,Lost
2022-12-03,CB-1001782,648.09,Enterprise,Cloud Services,4863,Won
2022-12-03,CB-1001856,231.47,Consumer,Mobile Plans,4855,Pending
2022-12-03,CB-1001887,216.47,Consumer,Device Protection,7030,Lost
2022-12-04,CB-1001757,486.95,Enterprise,Cloud Services,4837,Pending
2022-12-04,CB-1001819,613.67,Enterprise,Platform API,4863,Won
2022-12-04,CB-1001864,263.51,Consumer,Streaming Add-on,4871,Won
2022-12-04,CB-1001891,231.96,Consumer,Device Protection,4870,Lost
2022-12-04,CB-1001925,278.73,Wholesale,Partner Resale,4855,Pending
2022-12-05,CB-1001761,459.86,Enterprise,Cloud Services,4870,Pending
2022-12-05,CB-1001773,344.00,Enterprise,Cloud Services,4855,Lost
2022-12-05,CB-1001790,309.53,Enterprise,Managed Support,4863,Open
2022-12-05,CB-1001821,511.12,Enterprise,Platform API,7030,Pending
2022-12-05,CB-1001880,326.36,Consumer,Device Protection,7030,Pending
2022-12-05,CB-1001922,378.81,Wholesale,Partner Resale,4871,Won
2022-12-06,CB-1001818,408.57,Enterprise,Platform API,4837,Lost
2022-12-06,CB-1001919,389.79,Wholesale,Bulk Voice,4870,Lost
2022-12-06,CB-1001940,421.82,Wholesale,Partner Resale,4871,Won
2022-12-07,CB-1001760,392.59,Enterprise,Cloud Services,4870,Open
2022-12-07,CB-1001798,415.00,Enterprise,Managed Support,4837,Won
2022-12-07,CB-1001808,833.66,Enterprise,Managed Support,7030,Open
2022-12-07,CB-1001846,251.45,Consumer,Mobile Plans,7030,Won
2022-12-07,CB-1001897,208.51,Consumer,Device Protection,4855,Lost
2022-12-07,CB-1001900,423.82,Wholesale,Bulk Voice,4863,Lost
2022-12-07,CB-1001902,280.83,Wholesale,Bulk Voice,7030,Open
2022-12-07,CB-1001903,326.05,Wholesale,Bulk Voice,4855,Lost
2022-12-07,CB-1001916,273.81,Wholesale,Bulk Voice,4837,Lost
2022-12-08,CB-1001756,512.88,Enterprise,Cloud Services,4863,Pending
2022-12-08,CB-1001807,622.99,Enterprise,Managed Support,4855,Won
2022-12-08,CB-1001831,792.01,Enterprise,Platform API,4837,Lost
2022-12-08,CB-1001838,286.79,Consumer,Mobile Plans,7030,Lost
2022-12-08,CB-1001843,273.81,Consumer,Mobile Plans,7030,Pending
2022-12-08,CB-1001936,379.86,Wholesale,Partner Resale,4837,Won
2022-12-08,CB-1001952,498.30,Wholesale,IoT SIM,4863,Pending
2022-12-09,CB-1001768,368.21,Enterprise,Cloud Services,7030,Won
2022-12-09,CB-1001796,637.36,Enterprise,Managed Support,7030,Pending
2022-12-09,CB-1001801,237.73,Enterprise,Managed Support,4871,Pending
2022-12-09,CB-1001886,175.26,Consumer,Device Protection,4855,Lost
2022-12-10,CB-1001787,220.12,Enterprise,Managed Support,4855,Won
2022-12-10,CB-1001809,838.21,Enterprise,Managed Support,4870,Won
2022-12-10,CB-1001849,293.00,Consumer,Mobile Plans,7030,Lost
2022-12-10,CB-1001862,111.94,Consumer,Mobile Plans,4871,Lost
2022-12-10,CB-1001873,174.89,Consumer,Streaming Add-on,7030,Won
2022-12-10,CB-1001889,252.60,Consumer,Device Protection,4870,Lost
2022-12-11,CB-1001785,292.48,Enterprise,Cloud Services,4870,Won
2022-12-11,CB-1001915,561.66,Wholesale,Bulk Voice,4837,Pending
2022-12-12,CB-1001752,292.48,Enterprise,Cloud Services,4855,Won
2022-12-12,CB-1001817,517.65,Enterprise,Platform API,4837,Won
2022-12-12,CB-1001829,246.65,Enterprise,Platform API,4871,Won
2022-12-12,CB-1001834,306.17,Consumer,Mobile Plans,4870,Pending
2022-12-12,CB-1001910,218.03,Wholesale,Bulk Voice,4837,Won
2022-12-12,CB-1001917,383.62,Wholesale,Bulk Voice,4870,Lost
2022-12-12,CB-1001930,230.78,Wholesale,Partner Resale,4863,Pending
2022-12-13,CB-1001758,349.91,Enterprise,Cloud Services,4863,Won
2022-12-13,CB-1001772,644.26,Enterprise,Cloud Services,4863,Won
2022-12-13,CB-1001780,649.86,Enterprise,Cloud Services,4870,Open
2022-12-13,CB-1001783,648.45,Enterprise,Cloud Services,4837,Lost
